"OBJECTID","station_european_code","station_local_code","country_iso_code","country_name","station_name","station_start_date","station_end_date","type_of_station","station_ozone_classification","station_type_of_area","station_subcat_rural_back","street_type","station_longitude_deg","station_latitude_deg","station_altitude","station_city","lau_level1_code","lau_level2_code","lau_level2_name","EMEP_station","arcgis_longitude","arcgis_latitude"
4712,"FR26005","FR26005","FR","France","Station PEJOCES",757382400000,NA,"Background","suburban","urban",NA,NA,5.066111,47.308056,255,"DIJON","2199",NA,"Dijon","no",5.066101074315,47.3081054684972
4713,"FR26006","FR26006","FR","France","INFOP CCI",347155200000,NA,"Background",NA,"suburban",NA,NA,5.023339,47.289444,236,NA,"2197",NA,"Chenôve","no",5.02331542944669,47.2894897459938
4714,"FR26007","FR26007","FR","France","Station BALZAC",725846400000,NA,"Background","urban","urban",NA,NA,5.046944,47.341389,251,"DIJON","2199",NA,"Dijon","no",5.04687500002424,47.3414916991343
4715,"FR26010","FR26010","FR","France","Station DAIX",824774400000,NA,"Background","suburban","suburban",NA,NA,5.002222,47.345553,350,"DAIX","2143",NA,"Daix","no",5.00231933627968,47.3457031251638
4716,"FR26011","FR26011","FR","France","Station MARSANNAY",883612800000,NA,"Background","urban","suburban",NA,NA,5.006394,47.278332,240,NA,"2138",NA,"Marsannay-la-Côte","no",5.00653076140081,47.2783203126155
4717,"FR26012","FR26012","FR","France","Station MORVAN",879724800000,NA,"Background","rural","rural",NA,NA,4.098333,47.275,620,"SAINT-BRISSON","5814",NA,"Saint-Brisson","no",4.09832763650736,47.2750854491852
4718,"FR26014","FR26014","FR","France","Station TREMOUILLE",1082505600000,NA,"Traffic",NA,"urban",NA,NA,5.058333,47.340278,240,"DIJON","2199",NA,"Dijon","no",5.058288574511,47.3402709958406
4719,"FR26015","FR26015","FR","France","Station MONT AFRIQUE",993945600000,NA,"Background","suburban","rural",NA,NA,4.922505,47.285831,660,NA,"2139",NA,"Flavignerot","no",4.92248535180249,47.2858886718703
4720,"FR26016","FR26016","FR","France","Station SENS",961027200000,NA,"Background","urban","urban",NA,NA,3.277222,48.200556,67,"SENS","8999",NA,"Sens","no",3.27728271482575,48.2006835937781
4721,"FR26017","FR26017","FR","France","Station NEVERS ISAT",964137600000,NA,"Background","urban","urban",NA,NA,3.170833,46.996669,178,"NEVERS","5899",NA,"Nevers","no",3.17089843732317,46.9967041015013
4722,"FR26018","FR26018","FR","France","Stat A6 BLIGNY Les B",1014854400000,"2011-03-09","Traffic","urban","rural",NA,NA,4.85,46.99,200,"BLIGNY-LÈS-BEAUNE","2106",NA,"Bligny-lès-Beaune","no",4.85009765632726,46.9901123046706
4723,"FR26019","FR26019","FR","France","Station AUXERRE",1.072656e+12,NA,"Background",NA,"urban",NA,NA,3.576389,47.800556,96,"AUXERRE","8998",NA,"Auxerre","no",3.57647705054052,47.8004760741159
4724,"FR26035","FR26035","FR","France","ProxTrafRur-NuitsStG",1295481600000,NA,"Traffic",NA,"urban",NA,NA,4.950578,47.137225,136,"NUITS-SAINT-GEORGES",NA,NA,NA,"no",4.9506835934368,47.1373291017468
4725,"FR27001","FR27001","FR","France","SALAISE sur SANNE",723513600000,NA,"Background",NA,"rural",NA,NA,4.804448,45.355278,151,NA,"3824",NA,"Salaise-sur-Sanne","no",4.80450439441211,45.3552856445296
4726,"FR27002","FR27002","FR","France","ROUSSILLON",723340800000,NA,"Background","urban","urban",NA,NA,4.805147,45.367819,157,"ROUSSILLON","3824",NA,"Roussillon","no",4.80529785114974,45.3679199218063
4727,"FR27003","FR27003","FR","France","ROCHES DE CONDRIEU",723427200000,NA,"Industrial","suburban","suburban",NA,NA,4.766528,45.454519,152,"LES ROCHES-DE-CONDRIEU","3839",NA,"Les Roches-de-Condrieu","no",4.76647949176623,45.4545288082803
4728,"FR27004","FR27004","FR","France","Vienne Centre",1069027200000,NA,"Background","urban","urban",NA,NA,4.875408,45.525972,160,"VIENNE","3899",NA,"Vienne","no",4.87548828091473,45.5261230467473
4729,"FR27005","FR27005","FR","France","Sablons",1069027200000,NA,"Background","suburban","suburban",NA,NA,4.772867,45.319636,138,"SABLONS","3824",NA,"Roussillon","no",4.77288818349594,45.3197021485243
4730,"FR27006","FR27006","FR","France","PLAINE DE BIEVRE",1086825600000,NA,"Background","rural","rural",NA,NA,5.174122,45.3978,360,"FARAMANS","3807",NA,"Faramans","no",5.17407226529284,45.3978881838138
4731,"FR27007","FR27007","FR","France","Bourgoin-Jallieu",1090281600000,NA,"Background","urban","urban",NA,NA,5.270872,45.608219,226,"BOURGOIN-JALLIEU","3894",NA,"Bourgoin-Jallieu","no",5.27087402321691,45.6082763672021
4732,"FR27008","FR27008","FR","France","A7 Nord-Isère",1126310400000,NA,"Traffic",NA,"suburban",NA,NA,4.804822,45.353186,151,"SALAISE-SUR-SANNE","3824",NA,"Roussillon","no",4.80487060521408,45.3532714842377
4733,"FR27101","FR27101","FR","France","Sablons",1069027200000,NA,"Background",NA,"suburban",NA,NA,4.777508,45.323055,138,NA,"3824",NA,"Sablons","no",4.77752685545106,45.3231201172048
4734,"FR27102","FR27102","FR","France","Vienne Estressin",961459200000,NA,"Background","suburban","suburban",NA,NA,4.863903,45.539722,157,NA,"3899",NA,"Vienne","no",4.86389160192526,45.5396728515672
4735,"FR28001","FR28001","FR","France","BETHUNE",6.94224e+11,NA,"Background","unknown","rural",NA,NA,2.629178,50.516666,25,NA,"6292",NA,"Béthune","no",2.6290893554616,50.5167236330606
4736,"FR28002","FR28002","FR","France","Lens Service Tec",6.98976e+11,"2011-02-03","Background","urban","suburban",NA,NA,2.840897,50.432164,20,NA,"6295",NA,"Lens","no",2.84088134742985,50.4323120116479
4737,"FR28003","FR28003","FR","France","Arras Pompiers",699062400000,NA,"Background",NA,"suburban",NA,NA,2.7812,50.296307,20,NA,"6296",NA,"Arras","no",2.78131103541399,50.2963256837671
4738,"FR28004","FR28004","FR","France","MAZINGARBE CENTRE",697593600000,NA,"Industrial",NA,"suburban",NA,"Unknown",2.717508,50.466946,4,NA,"6251",NA,"Mazingarbe","no",2.71752929648038,50.4669189450585
4739,"FR28005","FR28005","FR","France","MAZINGARBE A.FRANCE",697593600000,NA,"Industrial",NA,"suburban",NA,NA,2.748903,50.466667,4,NA,"6251",NA,"Mazingarbe","no",2.7489013668619,50.4666748045933
4740,"FR28006","FR28006","FR","France","Lievin Piscine",6.98976e+11,NA,"Background","urban","urban",NA,NA,2.8,50.415195,20,NA,"6291",NA,"Liévin","no",2.80010986287079,50.4152832031249
4741,"FR28007","FR28007","FR","France","Lacment",706838400000,NA,"Industrial",NA,"rural",NA,NA,3.000281,50.40028,25,NA,"5977",NA,"Flers-en-Escrebieux","no",3.00030517584961,50.4003295900675
4742,"FR28008","FR28008","FR","France","Pottiez",706924800000,NA,"Industrial",NA,"rural",NA,NA,3.033614,50.450001,30,NA,"5948",NA,"Ostricourt","no",3.03369140654033,50.4500732421208
4743,"FR28009","FR28009","FR","France","Ecole",706924800000,"2003-02-07","Industrial",NA,"suburban",NA,NA,3.040005,50.433334,22,NA,"6256",NA,"Évin-Malmaison","no",3.04010009737171,50.4332885744718
4744,"FR28010","FR28010","FR","France","Harnes Serres",7.17984e+11,NA,"Background","suburban","suburban",NA,NA,2.9,50.449456,38,"HARNES","6255",NA,"Harnes","no",2.90008544954203,50.4495239259764
4745,"FR28011","FR28011","FR","France","HENIN-BEAUMONT",716774400000,NA,"Background","unknown","rural",NA,NA,2.964181,50.416946,35,NA,"6289",NA,"Hénin-Beaumont","no",2.96429443351297,50.4168701170228
4746,"FR28013","FR28013","FR","France","LILLERS",716947200000,NA,"Industrial",NA,"rural",NA,NA,2.488336,50.550278,6,NA,"6233",NA,"Lillers","no",2.48828124999594,50.5502929689273
4747,"FR28014","FR28014","FR","France","Bruay Ecole",716428800000,NA,"Background","urban","urban",NA,NA,2.533333,50.475361,20,NA,"6288",NA,"Bruay-la-Buissière","no",2.53332519570815,50.4752807617504
4748,"FR28015","FR28015","FR","France","CORBEHEM",716428800000,NA,"Industrial",NA,"suburban",NA,NA,3.050561,50.333332,32,NA,"6246",NA,"Corbehem","no",3.05047607458621,50.3333129883021
4749,"FR28017","FR28017","FR","France","Lens Cg.Michelet",849484800000,NA,"Traffic",NA,"suburban",NA,NA,2.81765,50.419445,20,NA,"6260",NA,"Éleu-dit-Leauwette","no",2.8176879885526,50.4194946289035
4750,"FR28018","FR28018","FR","France","Arras Jaures",8.8344e+11,NA,"Background","urban","suburban",NA,NA,2.781797,50.278996,20,NA,"6296",NA,"Arras","no",2.78192138675065,50.2791137694207
4751,"FR28019","FR28019","FR","France","Oignies S.Sports",888710400000,NA,"Background","urban","suburban",NA,NA,2.983536,50.464943,20,NA,"6259",NA,"Oignies","no",2.98352050780373,50.4650878905795
4752,"FR28020","FR28020","FR","France","Noeux S. Sports",8.89056e+11,NA,"Background","urban","suburban",NA,NA,2.6613,50.483925,20,"NOEUX-LES-MINES","6257",NA,"Noeux-les-Mines","no",2.6613159177144,50.4838867186461
4753,"FR28021","FR28021","FR","France","BETHUNE PROXIMITE",874627200000,NA,"Traffic",NA,"rural",NA,"Unknown",2.648347,50.516666,25,NA,"6292",NA,"Béthune","no",2.64849853515332,50.5167236330606
4754,"FR28022","FR28022","FR","France","St-Laurent-Blangy",1221177600000,NA,"Background",NA,"suburban",NA,NA,2.807369,50.308864,90,"SAINT-LAURENT-BLANGY","6296",NA,"Arras","no",2.80749511673912,50.3088989260139
4755,"FR28023","FR28023","FR","France","Wingles IME",939772800000,NA,"Industrial",NA,"suburban",NA,NA,2.86725,50.496506,20,"WINGLES","6268",NA,"Wingles","no",2.86730957018793,50.4965209958552
4756,"FR28024","FR28024","FR","France","Estaires C.Sport",989798400000,NA,"Industrial","urban","suburban",NA,NA,2.723889,50.642611,20,"ESTAIRES","5946",NA,"Estaires","no",2.72387695307643,50.642700195118
4757,"FR28025","FR28025","FR","France","Bethune r. Lille",1001635200000,NA,"Traffic",NA,"urban",NA,NA,2.648625,50.525276,20,NA,"6292",NA,"Béthune","no",2.64868164055432,50.5253295901265
4758,"FR28026","FR28026","FR","France","Mazingarbe Dumas",1.003104e+12,NA,"Industrial",NA,"urban",NA,NA,2.743717,50.471111,20,NA,"6251",NA,"Mazingarbe","no",2.74371337870381,50.4711303709316
4759,"FR28027","FR28027","FR","France","Evin Stade",1.044576e+12,NA,"Unknown",NA,"suburban",NA,NA,3.040833,50.434569,20,"ÉVIN-MALMAISON","6256",NA,"Évin-Malmaison","no",3.04089355500767,50.4346923825362
4760,"FR28028","FR28028","FR","France","Bethune Stade",1062979200000,NA,"Background","urban","urban",NA,NA,2.635692,50.535386,30,"BÉTHUNE","6292",NA,"Béthune","no",2.63568115259228,50.535522460832
4761,"FR28029","FR28029","FR","France","Corbehem Biblio",1103155200000,"2010-01-06","Industrial",NA,"unknown",NA,NA,3.04585,50.339889,20,NA,"6246",NA,"Corbehem","no",3.04589843776475,50.3399047854426
4762,"FR28030","FR28030","FR","France","Henin Cimetiere",1.117584e+12,NA,"Background","unknown","urban",NA,NA,2.961945,50.422863,20,NA,"6289",NA,"Hénin-Beaumont","no",2.96209716780276,50.4229125977218
4763,"FR28131","FR28131","FR","France","Lens Stade J. Moulin",1296691200000,NA,"Background",NA,"suburban",NA,NA,2.826889,50.436833,47,"LENS",NA,NA,NA,"no",2.82690429643084,50.4368896486944
4764,"FR29421","FR29421","FR","France","COUBERTIN",743126400000,NA,"Background","urban","suburban",NA,NA,4.389781,45.466719,480,"SAINT-ÉTIENNE","4299",NA,"Saint-Étienne","no",4.38989257781918,45.4666748048261
4765,"FR29423","FR29423","FR","France","ROANNE",806803200000,NA,"Background","urban","urban",NA,NA,4.074656,46.041111,259,"ROANNE","4298",NA,"Roanne","no",4.07470703169448,46.0410766598661
4766,"FR29424","FR29424","FR","France","SAINT ETIENNE SUD",844214400000,NA,"Background","urban","urban",NA,NA,4.395422,45.420089,552,"SAINT-ÉTIENNE","4299",NA,"Saint-Étienne","no",4.39550781281122,45.4201049804977
4767,"FR29425","FR29425","FR","France","FIRMINY",912038400000,"2010-12-28","Background","urban","urban",NA,NA,4.281678,45.387944,467,NA,"4208",NA,"Firminy","no",4.28167724630664,45.3878784180461
4768,"FR29426","FR29426","FR","France","SAINT-CHAMOND",913075200000,NA,"Background","urban","urban",NA,NA,4.515003,45.475325,366,"SAINT-CHAMOND","4297",NA,"Saint-Chamond","no",4.51507568367686,45.475280761918
4769,"FR29427","FR29427","FR","France","VEAUCHE",913075200000,NA,"Industrial","suburban","suburban",NA,NA,4.298625,45.559723,389,NA,"4223",NA,"Veauche","no",4.29870605488715,45.5598754883873
4770,"FR29428","FR29428","FR","France","ST ETIENNE ROND PT",977875200000,NA,"Traffic",NA,"urban",NA,NA,4.411978,45.4212,584,"SAINT-ÉTIENNE","4299",NA,"Saint-Étienne","no",4.41210937455777,45.4213256834932
4771,"FR29429","FR29429","FR","France","RIVE DE GIER",913334400000,NA,"Traffic",NA,"suburban",NA,"Highway: average speed vehicles > 80 km/h",4.623939,45.533425,259,"RIVE-DE-GIER","4215",NA,"Rive-de-Gier","no",4.62408447282535,45.5335083010755
4772,"FR29432","FR29432","FR","France","LOIRE RURAL",1145404800000,NA,"Background",NA,"rural",NA,NA,4.104447,45.512779,588,NA,"4229",NA,"Boisset-Saint-Priest","no",4.10449218770241,45.5128784180558
4773,"FR29436","FR29436","FR","France","PILAT",1.214784e+12,"2011-10-04","Background",NA,"rural",NA,NA,4.60175,45.338422,795,"COLOMBIER","4229",NA,"Boisset-Saint-Priest","no",4.60168457068575,45.3385009765313
4774,"FR29437","FR29437","FR","France","ST-Just_ST-Rambert",1218585600000,"2010-12-27","Background",NA,"unknown",NA,NA,4.246092,45.498361,392,NA,"4231",NA,"Saint-Just-Saint-Rambert","no",4.24609374990567,45.4984741208063
4775,"FR29439","FR29439","FR","France","LA TALAUDIERE",1.264032e+12,NA,"Background",NA,"suburban",NA,NA,4.429667,45.481778,520,"LA TALAUDIÈRE","4228",NA,"La Talaudière","no",4.42968750023957,45.4816894530385
4776,"FR29440","FR29440","FR","France","COL_OEILLON",1332892800000,NA,"Background",NA,"rural",NA,NA,4.615817,45.389578,1230,"ROISEY",NA,NA,NA,"no",4.61590576132109,45.3897094725307
4777,"FR30016","FR30016","FR","France","Hotel Districal",7.7112e+11,NA,"Background","urban","urban",NA,NA,6.175111,48.685856,210,"NANCY","5498",NA,"Nancy","no",6.17510986352388,48.6859130860624
4778,"FR30017","FR30017","FR","France","Nancy-Brabois",773193600000,NA,"Background","urban","suburban",NA,NA,6.136664,48.654305,360,NA,"5496",NA,"Vandoeuvre-lès-Nancy","no",6.13671875007604,48.654296875148
4779,"FR30018","FR30018","FR","France","Remiremont",783302400000,NA,"Background","urban","urban",NA,NA,6.585836,48.024606,380,"REMIREMONT","8823",NA,"Remiremont","no",6.58587646489936,48.0247192380939
4780,"FR30019","FR30019","FR","France","Epinal",796003200000,NA,"Background","urban","urban",NA,NA,6.452811,48.172778,325,"EPINAL","8899",NA,"Épinal","no",6.45288085923769,48.1729125974364
4781,"FR30020","FR30020","FR","France","Bar Le Duc",789350400000,NA,"Background","urban","urban",NA,NA,5.162789,48.775858,200,"BAR-LE-DUC","5592",NA,"Bar-le-Duc","no",5.16290283223903,48.7758789064212
4782,"FR30021","FR30021","FR","France","Fléville",791164800000,NA,"Background","urban","urban",NA,NA,6.194922,48.621503,250,"FLEVILLE-DEVANT-NANCY","5440",NA,"Fléville-devant-Nancy","no",6.19488525401761,48.6215209960971
4783,"FR30022","FR30022","FR","France","Gerardmer",796694400000,NA,"Background","urban","urban",NA,NA,6.872778,48.071669,660,"GERARDMER","8814",NA,"Gérardmer","no",6.87292480452337,48.0717163086776
4784,"FR30023","FR30023","FR","France","St-Nicolas",804729600000,NA,"Background","suburban","urban",NA,NA,6.304828,48.633339,210,"SAINT-NICOLAS-DE-PORT","5425",NA,"Saint-Nicolas-de-Port","no",6.30487060530473,48.6334838869613
4785,"FR30024","FR30024","FR","France","Tomblaine",818726400000,"2013-07-02","Background","urban","suburban",NA,NA,6.221456,48.688383,217,"TOMBLAINE","5440",NA,"Fléville-devant-Nancy","no",6.22149658217669,48.6884765624942
4786,"FR30026","FR30026","FR","France","Luneville",818726400000,NA,"Traffic","urban","urban",NA,NA,6.4839,48.584822,230,"LUNEVILLE","5497",NA,"Lunéville","no",6.4838867188172,48.5848999022783
4787,"FR30027","FR30027","FR","France","Frolois",826070400000,NA,"Industrial",NA,"urban",NA,NA,6.129578,48.565444,285,"FROLOIS","5429",NA,"Frolois","no",6.12969970700971,48.5654907224498
4788,"FR30028","FR30028","FR","France","Schlucht",843091200000,NA,"Background","rural","rural",NA,NA,7.011114,48.051117,1200,"XONRUPT-LONGEMER","8814",NA,"Gérardmer","no",7.01110839834313,48.0510864257078
4789,"FR30029","FR30029","FR","France","Vittel",864345600000,NA,"Background",NA,"suburban",NA,NA,5.937222,48.193611,379,"VITTEL","8828",NA,"Vittel","no",5.93731689473321,48.1937255862368
4790,"FR30030","FR30030","FR","France","Neuves-Maisons",8.84304e+11,NA,"Background",NA,"urban",NA,NA,6.107672,48.614914,230,"NEUVES-MAISONS","5433",NA,"Neuves-Maisons","no",6.10772705080577,48.6149291994223
4791,"FR30031","FR30031","FR","France","Nancy-Poincare",8.9424e+11,NA,"Background","suburban","suburban",NA,NA,6.168069,48.693058,200,NA,"5498",NA,"Nancy","no",6.16809082045755,48.6931152341249
4792,"FR30032","FR30032","FR","France","Heming",944697600000,NA,"Industrial",NA,"urban",NA,NA,6.965275,48.694725,280,"HÉMING","5716",NA,"Héming","no",6.96527099589329,48.6947021486643
4793,"FR30033","FR30033","FR","France","Jonville en Woevre",9.5688e+11,NA,"Background","unknown","rural",NA,NA,5.785556,49.065831,225,"JONVILLE-EN-WOEVRE","5527",NA,"Jonville-en-Woëvre","no",5.78570556611742,49.0659179684637
4794,"FR30034","FR30034","FR","France","Nancy-Charles III",1.08864e+12,NA,"Background","unknown","urban",NA,NA,6.190431,48.688172,200,"NANCY","5498",NA,"Nancy","no",6.19049072259715,48.6882934572958
4795,"FR30036","FR30036","FR","France","Nancy-Libération",1211932800000,NA,"Traffic",NA,"urban",NA,NA,6.146119,48.696331,275,"NANCY","5498",NA,"Nancy","no",6.14611816425358,48.6962890623978
4796,"FR30037","FR30037","FR","France","Nancy-Brabois 2",1246924800000,NA,"Background",NA,"suburban",NA,NA,6.136022,48.656944,360,"VILLERS-LÈS-NANCY","5439",NA,"Villers-lès-Nancy","no",6.13610839873941,48.6569213869188
4797,"FR31001","FR31001","FR","France","GRAND PARC",867715200000,NA,"Background","urban","urban",NA,NA,-0.579444,44.861389,3,"BORDEAUX","3399",NA,"Bordeaux","no",-0.579406738571747,44.8615112307456
4798,"FR31002","FR31002","FR","France","TALENCE",888278400000,NA,"Background","urban","urban",NA,NA,-0.588056,44.800556,20,"TALENCE","3356",NA,"Talence","no",-0.588012695113368,44.8004760740701
4799,"FR31003","FR31003","FR","France","BORDEAUX-BASTIDE",884908800000,NA,"Traffic",NA,"urban",NA,NA,-0.543889,44.849722,3,"BORDEAUX","3399",NA,"Bordeaux","no",-0.543884277304463,44.8496704100747
4800,"FR31004","FR31004","FR","France","FLOIRAC",875145600000,"2010-01-07","Background","urban","urban",NA,NA,-0.525,44.835556,65,NA,"3358",NA,"Floirac","no",-0.525024413815681,44.835693359423
4801,"FR31005","FR31005","FR","France","BORDEAUX-GAMBETTA",899251200000,NA,"Traffic",NA,"urban",NA,NA,-0.579722,44.841389,15,"BORDEAUX","3399",NA,"Bordeaux","no",-0.579711914240094,44.8414916989996
4802,"FR31006","FR31006","FR","France","MERIGNAC",904521600000,NA,"Traffic",NA,"urban",NA,NA,-0.65,44.841389,36,"MÉRIGNAC","3398",NA,"Mérignac","no",-0.650024414272392,44.8414916989996
4803,"FR31007","FR31007","FR","France","BASSENS",864777600000,NA,"Background","urban","urban",NA,NA,-0.514722,44.900278,36,"BASSENS","3360",NA,"Ambès","no",-0.514709472633195,44.9003295897955
4804,"FR31008","FR31008","FR","France","LE TEMPLE",876441600000,NA,"Background","rural","rural",NA,NA,-0.939444,44.865556,43,"LE TEMPLE","3320",NA,"Le Temple","no",-0.939392089873959,44.8654785156204
4805,"FR31009","FR31009","FR","France","LUDON MEDOC",910396800000,NA,"Industrial",NA,"suburban",NA,NA,-0.600561,44.981667,5,NA,"3306",NA,"Ludon-Médoc","no",-0.600585937139757,44.9816894531074
4806,"FR31010","FR31010","FR","France","AMBES",893980800000,NA,"Industrial","suburban","suburban",NA,NA,-0.528333,45.012222,3,"AMBÈS","3360",NA,"Ambès","no",-0.5283203128302,45.0123291017031
4807,"FR31011","FR31011","FR","France","SAINT-GERVAIS",900547200000,NA,"Industrial",NA,"suburban",NA,NA,-0.463611,45.016666,42,NA,"3339",NA,"Saint-Gervais","no",-0.463623046891614,45.0167236331188
4808,"FR31012","FR31012","FR","France","SAINT-TROJAN",913334400000,NA,"Industrial",NA,"suburban",NA,NA,-0.580289,45.087776,83,NA,"3315",NA,"Saint-Trojan","no",-0.580200195309408,45.087890624853
4809,"FR31013","FR31013","FR","France","BILLERE",910310400000,NA,"Background","urban","urban",NA,NA,-0.391111,43.310833,195,"BILLÈRE","6451",NA,"Billère","no",-0.391113281149069,43.310913086018
4810,"FR31014","FR31014","FR","France","HAMEAU",878515200000,NA,"Background","urban","urban",NA,NA,-0.322778,43.307778,227,"BIZANOS","6499",NA,"Pau","no",-0.322692871158637,43.3079223635112
4811,"FR31015","FR31015","FR","France","SAMONZET",878515200000,"2011-03-17","Traffic",NA,"urban",NA,NA,-0.366944,43.298611,220,"PAU","6499",NA,"Pau","no",-0.366882324101198,43.2987060544933
4812,"FR31016","FR31016","FR","France","SAINT-CROUTS",887673600000,NA,"Background","urban","urban",NA,NA,-1.488056,43.479722,35,"BAYONNE","6496",NA,"Bayonne","no",-1.4879760742672,43.4796752929324
